feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.05790927689626024,0.29138882053690274,0.03804468153505791,0.9565441046882424,0.6671688207038236,0.9642004194547815,0.5314942783313078,0.8020685238956139,0.37441398387974,0.3538190325726409,0.4787726368177081
0.3782678171051327,0.6578621337264282,0.3594531510216522,0.9003674516042256,0.9832748650501553,0.03042651533700591,0.19362329040249648,0.112249992587386,0.04236404709144326,0.22774099334728648,0.24394081886689145
0.44679332036908115,0.8369903652886838,0.2218240305099961,0.49394525566220127,0.9296187394467544,0.6672147067866749,0.7980790197559975,0.5509939701854862,0.98046645884063,0.5886621546814742,0.7221507657001041
0.04551071396259154,0.19798279993979484,0.40477362895714797,0.6012771725737763,0.7719308674089599,0.41308612590388627,0.7100583050156887,0.789869503109125,0.3172601972499828,0.9792702400358185,0.11278826483098725
0.6496564952358356,0.8809980607861312,0.5559376888086067,0.7416031071523237,0.7705440616163653,0.908248379234579,0.1503497568713703,0.5582834241692485,0.4283785131058563,0.9231590211737403,0.9904533093614852
0.1050946942489992,0.9825738886809128,0.8754513240932963,0.07382628156424853,0.49096638554047445,0.7175595002125259,0.7381515456910565,0.9064941252379208,0.7998654355823109,0.3109303803440895,0.8453735371072039
0.4984347858624524,0.701785762935854,0.13843684136435142,0.19399079760019733,0.4810424481098726,0.2982457987055127,0.8625592497840949,0.586277321520618,0.3486651977183677,0.8488330256044101,0.5345089400057921
0.8048784485542388,0.9983548770992695,0.8473076883337348,0.4144565348056797,0.12749888176998847,0.8406409082004779,0.05975791796039398,0.3502712073448542,0.9197379807712738,0.9607664734451007,0.42455295605800947
0.6405645935212184,0.6886483169837135,0.04245448872552249,0.5144803410895479,0.5468681788063412,0.3401007461241111,0.06859683475388434,0.228907599724394,0.35798393686119634,0.4351419865163296,0.28646463245986764
0.5909267255335692,0.7223915186982364,0.31763187327394615,0.3289537599189831,0.019691642723703717,0.040874860094018306,0.2578216943085364,0.7402449976749567,0.6283138303739122,0.7697890206778347,0.5015914709407675
0.7689194362148217,0.8565674676693013,0.7203192659868836,0.9790109190008228,0.8988252193018174,0.5867171662232342,0.5881576704911717,0.034267040352229494,0.9985265777083543,0.13157599736614178,0.879417462024168
0.740347196631592,0.8210151951243089,0.3730545293052032,0.19685205466531375,0.09875988679055503,0.7486060058295778,0.4526535292056957,0.7137177590011357,0.9154076488518006,0.1465837361510567,0.2750064007006836
0.9191710007237996,0.4116264595084367,0.30526700989728905,0.9430622606027791,0.9906516926063994,0.19889221776744814,0.6568383469519833,0.10649531377106036,0.6509140038575058,0.8273132277758497,0.5005374588031359
0.6844985465240676,0.41733314206259575,0.38306635956376955,0.39312241522341707,0.5897118179929232,0.8815672700724956,0.9290661572687678,0.05352962020731811,0.1816223946456883,0.11222431582828851,0.23454990206703086
0.19333464076691398,0.3466078106091718,0.5065316826226238,0.6294612270091522,0.7321422191397015,0.8901115413858071,0.9890884372297908,0.6628564785571198,0.845364518667763,0.7780388469246989,0.3371491136649515
0.30753203921871197,0.875692270234923,0.042763137947798846,0.00036734375145786036,0.2737326293884642,0.4620975296274499,0.6383628950006773,0.1017702665445448,0.67301013383484,0.8018158670596945,0.19026050892333246
0.1853129195793668,0.41512525483179386,0.5199849899533098,0.45180701808448065,0.7998299308884707,0.9605223981193308,0.79895316400818,0.07799281787582457,0.8049355721591271,0.06659633223555117,0.9905391939211878
0.23597038524157,0.1530968968357228,0.19751910684608542,0.5283151270573506,0.6716898576108536,0.470321282336041,0.9596956390292436,0.24029232003016665,0.7631402302547929,0.8701821785071485,0.5714974464624556
0.5620661107547191,0.4562225019615531,0.5961844467792436,0.42880977016034294,0.5551938823233694,0.4169339521288016,0.40046971029413403,0.6953464681395298,0.09285121306796795,0.16654207272882082,0.7328151240366955
0.851198471715004,0.771077346815188,0.2814537272943938,0.3772689326657602,0.9260265066284805,0.8180772251738613,0.6143462999796309,0.22149017880295774,0.04425197131526959,0.43125784684189816,0.09824991345203671
0.6726271392574619,0.8284804905178516,0.8526890057422694,0.032775901293363385,0.24415703383687937,0.33909458847740304,0.18873221095938586,0.8029753783638378,0.7674657630849425,0.5168330403809708,0.3661175500743158
0.9829264779958555,0.14405854109084226,0.8996517033276689,0.11646325416191616,0.1631817055141207,0.6962192002506188,0.10956969204168931,0.5658450954187109,0.4202335364726536,0.7284739655410148,0.8926398030473215
0.9006752388088651,0.7698715146690553,0.8496898764211883,0.03294544853123238,0.3101954982442031,0.5154330866863324,0.41595331462977947,0.23125495297968846,0.3078740979600233,0.9454309703916057,0.08443832642394788
0.29418087987135155,0.35390411017978574,0.0037097737500186856,0.8450776272778745,0.15484070340157663,0.20414427551372605,0.2552645170920256,0.8846220568448426,0.20645141124631472,0.7975263608679399,0.16548322833961315
0.8080493403229045,0.9270205687863958,0.11556131360031396,0.21727897233783133,0.7428982920807213,0.19600075428073904,0.286329546873449,0.16674158011136264,0.1726966861550493,0.4815533546282057,0.6254176103511686
0.10968306211295853,0.3216976184636222,0.426593909598879,0.024548116523977592,0.3883331664744526,0.09412243608551696,0.49357853114617667,0.8257381885570964,0.8184221621817872,0.08044851553740051,0.6227889941042252
0.6012277576745202,0.8345863819712365,0.23797254293463532,0.7619265114495991,0.8907643464500933,0.8061241514404441,0.10730103151550452,0.009059999522384898,0.19172410992184563,0.27047734094662323,0.8382270444539296
0.6161829906159595,0.3842731752423184,0.7034070306614735,0.3530749605216086,0.1544254246546003,0.3126898434860351,0.884324226389135,0.9585323442450648,0.20751273406736848,0.7884683870244413,0.9354927638714214
0.2733487365398707,0.8871315434314075,0.16554561279625546,0.6659599186940569,0.08421126471318252,0.9738933239738695,0.7006333446405428,0.8418157394050853,0.5666693393630345,0.4768013639288602,0.14198647542526377
0.6218823913943651,0.528741511699448,0.469384355145153,0.7594502514576428,0.17820095493926813,0.17117204815515852,0.4318426506497062,0.320747916044946,0.0741245179130241,0.8444704924187344,0.2593738185269995
0.7716028066943498,0.5439214998029848,0.979324537264369,0.07260006654760531,0.766669301027875,0.2663703916090968,0.3685989199435754,0.21927938520306756,0.7890378914618652,0.144240102021566,0.42746140569325586
0.840016697735278,0.6615776482298339,0.05902324526911473,0.8109817316001534,0.6277557161629794,0.9049823195783415,0.7487223064086382,0.5611209274297748,0.8365471806191977,0.2780502383012221,0.0009032855212496305
0.5469500618445636,0.29361681980341015,0.9682043910905087,0.22619630084200637,0.015738239670462506,0.3258548420037962,0.5025093969698047,0.028362934230075076,0.5592483000339074,0.8742827749512302,0.06981430295969493
0.7047321944166701,0.6229683229783043,0.9559617507082513,0.9582793338421058,0.8242664697032286,0.607741847385851,0.4877645594977067,0.01331611324646731,0.6062619062265414,0.9890880753568537,0.22649127794102164
0.818101050024029,0.34060464388435197,0.15204702504442202,0.7840586144671541,0.7439378206317415,0.9670467919793231,0.8748423619393388,0.5556626252724074,0.10128424696474214,0.48350065838396006,0.48110196401581173
0.313695054022317,0.5124084820248398,0.3017015746396532,0.8618229919755958,0.8443270139828222,0.3154651571670559,0.599581346373995,0.4301808576390541,0.9090927570285632,0.18736090142632278,0.2515227381686128
0.6977284017849593,0.9703753278372166,0.17527551956309018,0.2019664284242032,0.6937233386722279,0.7791539245249139,0.49054905479393274,0.6096864651471213,0.21268240881182876,0.47661422856732605,0.876681892223048
0.11207188087491515,0.3214219252756647,0.2847797050309543,0.44462536010242004,0.9301263622436969,0.1812676621478424,0.4013882466247205,0.6155972191096447,0.9465570860740017,0.13314819153576818,0.3242728755420111
0.9178766169931135,0.08105378863406154,0.4807413971602644,0.4545898672304828,0.20960272887719555,0.3474596681158475,0.4541652683483981,0.8652114629106292,0.9550641453735598,0.5189256786371652,0.9246228121426286
0.8700997902944219,0.6081715856767794,0.34908734198767544,0.19419420761346906,0.4131347717827648,0.5228242829238477,0.04444338825955618,0.14584116587085072,0.60018442398144,0.22500159467716208,0.97478726073471
0.8373263760812975,0.3269422497741906,0.10483420725325088,0.08353058855531703,0.9371230205317796,0.11802031124187917,0.14090976416206002,0.862666057932753,0.254288130277344,0.6659514107544161,0.44986153390757877
0.8167256870298913,0.6071806401301921,0.9574885434478494,0.7088828992608414,0.11275150990365834,0.5584100265458799,0.7181865260891839,0.8019572403734452,0.02632133528409153,0.7188789152714244,0.22712881689932363
0.8256808210194495,0.7468338109353565,0.5123491456555981,0.4580209630888029,0.5494185832998159,0.704643698826602,0.9229142906324854,0.617035210641125,0.8878343062834696,0.7012568474457274,0.2916661334230033
0.06833637743884757,0.5008281900016218,0.28648634831524233,0.2851749281325723,0.3559275512159842,0.3147327720004758,0.5786099801171002,0.683601500353557,0.26874938707673546,0.12976262256838134,0.7763336816594462
0.0588087209344621,0.5757528450305522,0.1861301663330024,0.009247994223699374,0.9277530793237041,0.5371404190832406,0.09244818024697277,0.8429211121274853,0.9832027382901181,0.4486006620177172,0.27334970779259105
0.04248960823815817,0.1175459407560635,0.38165374664543217,0.885522637448877,0.14803867927776204,0.8239900940026955,0.014976260219019433,0.457388698785811,0.6443971409505681,0.0603794820255964,0.3805828679202846
0.6147627506164867,0.9444041214695561,0.16025992013659507,0.7296113830353528,0.6090938979435434,0.18511638887923054,0.006203414709366029,0.009284450505927078,0.5320924091720286,0.9427794095611935,0.4785758584818498
0.6442986274656124,0.7142998462937437,0.4938654869205371,0.5818889426345698,0.12636752533060347,0.8768206204006308,0.7607926286668019,0.9981989528446096,0.29772294755562134,0.22701777179605787,0.5751111164699841
0.12516165796134293,0.9642097566160448,0.7808851846280236,0.1663246137196387,0.5526864711082139,0.41376820806727677,0.1514860078061928,0.16207298502996548,0.9634699947451857,0.3049641829577222,0.9961004403012381
0.9414392916839432,0.0756106730650844,0.4608030422931906,0.1296190485167601,0.004787385241172171,0.5537660737060766,0.11389410481136342,0.7220245309336797,0.6981163757068996,0.17633290746448915,0.23220975516359232
0.9417421432655166,0.7210434084324896,0.29797026415692995,0.7092337639507906,0.731930277681536,0.3422263312509606,0.3755885624614592,0.3591065076533001,0.6166184435520741,0.9004101465401794,0.35342370324816885
0.17319323622858762,0.8751996098363184,0.027653156505342502,0.6603385959782224,0.4144388731896942,0.7912815522324937,0.721198112930903,0.480107807145184,0.6438640367225967,0.5017731306999452,0.262891177010511
0.8115184706218832,0.476083985968232,0.5231559899920758,0.25052058641717856,0.6050430168104723,0.30290480866983505,0.5772840145429821,0.16967811557406987,0.1594690923411588,0.41702974119199354,0.3611134366437103
0.42681951511054084,0.26810926491253906,0.13159685036669,0.039210539213897055,0.025231827287816144,0.2715502900064757,0.46185344216193713,0.726243281306127,0.47487170071400897,0.9040508194352818,0.10080451689462055
0.03521980457540708,0.18066062154063434,0.33851449277014267,0.5774961880651225,0.8527361578939424,0.35020195195657644,0.2679886825044201,0.06188916884289575,0.8213034776981041,0.37966644320667897,0.3598097672410472
0.5715501954169343,0.9835554181712204,0.0015945706042945762,0.14545014069886597,0.7791109940193555,0.8051274852078378,0.7692471190327554,0.5369988910428293,0.9788569810230561,0.39618455999532054,0.8878650314643884
0.6019436981131123,0.0633690045488483,0.40985744990733874,0.722500087509922,0.2387388407706993,0.9438275890731485,0.6867833676432891,0.28757538285757145,0.7689989227058563,0.0831647718081091,0.29858984784644904
0.9747744225104565,0.04928525907355852,0.9334558911487183,0.2528538777482612,0.7578241076908905,7.369943310608917e-05,0.2542400891795997,0.7491006066497199,0.5323360708973223,0.11495214963711486,0.37193477984906886
0.3936297458372753,0.37554935508454257,0.5681622441809498,0.6679770724602178,0.84083024241225,0.4972313969773726,0.3920217173051701,0.1439765340953817,0.8048229649897223,0.71337040541456,0.9444741644379346
0.40867739745468534,0.5184323099426694,0.6651828444118888,0.1648055898475378,0.02719779440792025,0.3175036991866854,0.5955850196361631,0.4866060912814587,0.6925546268631271,0.8196898055745352,0.7283789963268682
0.4884424667302759,0.13426702371782484,0.8506279997989659,0.5749903272741144,0.7399374807828707,0.7046646536082916,0.9682117713312417,0.2953073223358139,0.705306772779262,0.3656763331259183,0.5167387148180483
0.3954107209186417,0.23059463665872149,0.3440101756508539,0.9482967516582631,0.29257084694760094,0.24599060595658673,0.583137978473822,0.2580359567417546,0.47338572559429504,0.834176256556237,0.7771927284034406
0.23040031430717556,0.42669141218392004,0.6104897350200319,0.5456289245734854,0.9747232374152373,0.680370254395195,0.7399462420484398,0.9669559479667332,0.414438025228521,0.3553798150610512,0.12317964885450394
0.04386242976638255,0.18420430651882713,0.23718963205167587,0.1835044670713385,0.7547838931965645,0.5358829812761117,0.6676338014584673,0.8204621608393736,0.23077394128589468,0.32592393982149914,0.4644903532208423
0.7083602670365968,0.3927589459044728,0.02927094010104414,0.43495521902687795,0.9082730864154143,0.4090215115928747,0.332248916442747,0.9895250829450272,0.6444155642370132,0.36599802647118085,0.11823612873586631
0.10201953136380737,0.7878494449464212,0.7080749334877576,0.9219157992485649,0.21727563002800832,0.11492434998823198,0.7240725264090636,0.20339584199869565,0.17610383778949612,0.3198073353960721,0.23361814501958
0.8168251414784377,0.5395366051096308,0.04585035510228097,0.4638946746593172,0.6839796113664752,0.5383684384690157,0.572450218156556,0.22477732839266462,0.8477393315953481,0.5613987175911241,0.1418672597402586
0.7132460130406766,0.9818642170133025,0.42819865767453213,0.8810666126765085,0.007281013941125014,0.0334072926151201,0.5902799217288169,0.31144939554220064,0.24827656701970024,0.27793535720895857,0.3618012391691393
0.31840293461058755,0.7289476961434229,0.5691959722309445,0.7890359725593334,0.8301965798350519,0.8429348593012821,0.41464414917488757,0.4212733963164108,0.926265880140584,0.6617635946044105,0.38163932039592585
0.08046718397913877,0.5421869540924683,0.356007259634907,0.9874349897163631,0.013655406462292574,0.612180873070558,0.7236230943988581,0.2889067713573552,0.9736415182565321,0.8595366270217113,0.9473085818332408
0.9156528409858125,0.01923205935154848,0.569872151314809,0.2946502419545467,0.8490286349356629,0.6328496569149624,0.5388770043211097,0.1145881696756057,0.5402228047861908,0.6319041463564267,0.26412573118752924
0.9559123093102045,0.5850510104238695,0.9674006017456545,0.9616061156066621,0.6502003358335975,0.5059079841180887,0.46602174382604933,0.8903785611157826,0.028256682971756764,0.11380819802357156,0.47242884531651685
0.10207172911915185,0.7569353251210548,0.33965102385253476,0.637968544740701,0.6037829038425656,0.38582796974253164,0.5315677222423986,0.6451385335716601,0.9409503298781383,0.5756340728609814,0.8113794039634867
0.6143675117683143,0.06785581770377547,0.952215814760112,0.5280819279093862,0.8012734198599218,0.05029106314738907,0.420910135737091,0.2569754591527016,0.26697589868858995,0.7914537299609294,0.8156175864366617
0.6238667252688536,0.43974531184284804,0.010585739586393417,0.9649279429455299,0.9620232533557238,0.21755221028003846,0.04134637231655669,0.5301993630119022,0.9514108146164075,0.9103958457649349,0.7503431870350202
0.5846628638893966,0.3035488506537072,0.32996088376919597,0.8979135514860276,0.49178403563557693,0.1311162289671456,0.2484254759736073,0.2767949014674991,0.12354668493190935,0.46304438152129135,0.28783376214007295
0.916050908274991,0.6687825429922609,0.07247392424885613,0.005494817809162722,0.27624766746925433,0.3626929347939404,0.7767496690467758,0.9670055239303667,0.38756717342354363,0.6866900298168611,0.49497161941135703
0.9949019073529632,0.7456665838750144,0.6361895490858445,0.07807485417830429,0.32321520119473024,0.9133921584571569,0.2010054816809057,0.8435903592732081,0.6963236850805055,0.36632437083075464,0.18621159518672326
0.5291742697126566,0.5428064687528136,0.7140537850738863,0.5165559410991961,0.13307599018416627,0.7734546715219126,0.4062724969061188,0.9630938902119273,0.28351378229303437,0.2630787802965846,0.18839952278280425
0.3335073956751826,0.5723170159586255,0.8948697402009823,0.1762816401400148,0.2796787975992202,0.5816798431478618,0.4543342421615151,0.44732288725572533,0.8207342620964065,0.9238783025113612,0.4358412131383109
0.4813069660698819,0.6873517954472738,0.8010587110273939,0.5183664103871639,0.29431640895373534,0.6380845977222838,0.5851091003060592,0.9015628197396104,0.05240703676985603,0.9101313871334668,0.7385922212429411
0.5344320281653596,0.015676116049913924,0.3447021787677881,0.7243335638753198,0.48843308793583295,0.9801590374409924,0.42261007383104854,0.3266352296260078,0.8216719344295681,0.5479066993580314,0.5265842599978379
